ActionPerformed,ConnectionClassification,Priority,Date-Time,SourceIP,SourcePort,DestinationIP,DestinationPort,TimeToLive,TypeOfService,DataGramLength,AllFlags,Seq,Ack,Win,TCP_length,TCP_Options,NOP_NOP_TS,MSS,NOP_WS
 ET WEB-MISC Poison Null Byte  ,1,2,1573248658,10.2.199.236,46161,154.241.88.201,80,61,0x0 ,222,***AP*** ,0xF9D6E79F ,0x2E40C103 ,0xB7 ,32.0,3.0,134345579534750,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248659,10.2.199.236,43748,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF3EA9072 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248659,10.2.199.236,43748,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF3EA9072 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 WEB-FRONTPAGE rad fp30reg.dll access  ,1,2,1573248659,10.2.199.236,47319,154.241.88.201,80,61,0x0 ,118,***AP*** ,0xFA416B60 ,0x2F4B11A2 ,0xB7 ,32.0,3.0,134364979535521,0,0
 WEB-FRONTPAGE /_vti_bin/ access  ,1,2,1573248659,10.2.199.236,47319,154.241.88.201,80,61,0x0 ,118,***AP*** ,0xFA416B60 ,0x2F4B11A2 ,0xB7 ,32.0,3.0,134364979535521,0,0
 WEB-FRONTPAGE rad fp30reg.dll access  ,1,2,1573248659,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA68AA24 ,0x2FAEDC16 ,0xB7 ,32.0,3.0,134366879535598,0,0
 WEB-FRONTPAGE /_vti_bin/ access  ,1,2,1573248659,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA68AA24 ,0x2FAEDC16 ,0xB7 ,32.0,3.0,134366879535598,0,0
 WEB-MISC Chunked-Encoding transfer attempt  ,1,1,1573248659,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA68AA24 ,0x2FAEDC16 ,0xB7 ,32.0,3.0,134366879535598,0,0
 ET EXPLOIT x86 PexFnstenvMov/Sub Encoder  ,1,1,1573248659,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA68AEA0 ,0x2FAEDC16 ,0xB7 ,32.0,3.0,134366879535598,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248659,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA68AEA0 ,0x2FAEDC16 ,0xB7 ,32.0,3.0,134366879535598,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248659,10.2.199.236,52888,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF8612556 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248659,10.2.199.236,52888,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF8612556 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 WEB-MISC Chunked-Encoding transfer attempt  ,1,1,1573248659,10.2.199.236,53742,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFB1AE847 ,0x2F714645 ,0xB7 ,32.0,3.0,134372479535821,0,0
 (http_inspect) OVERSIZE CHUNK ENCODING  ,0,3,1573248659,10.2.199.236,53742,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFB1AE847 ,0x2F714645 ,0xB7 ,32.0,3.0,134372479535821,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248659,10.2.199.236,53742,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFB1AF5BB ,0x2F714645 ,0xB7 ,32.0,3.0,134373679535872,0,0
 WEB-CGI SoftCart.exe CGI buffer overflow attempt  ,1,1,1573248660,10.2.199.236,59480,154.241.88.201,80,61,0x0 ,1200,***A**** ,0xFA66A56E ,0x304EE906 ,0xB7 ,32.0,3.0,134378379536059,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248660,10.2.199.236,59480,154.241.88.201,80,61,0x0 ,498,***AP*** ,0xFA66A9EA ,0x304EE906 ,0xB7 ,32.0,3.0,134378379536059,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,40,*****R** ,0xFA69893C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,49764,154.241.88.201,80,61,0x0 ,40,*****R** ,0xFA69893C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,46161,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF9D6E84A ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,46161,154.241.88.201,80,61,0x0 ,40,*****R** ,0xF9D6E84A ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,53742,154.241.88.201,80,61,0x0 ,40,*****R** ,0xFB1B03DA ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248660,10.2.199.236,53742,154.241.88.201,80,61,0x0 ,40,*****R** ,0xFB1B03DA ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248698,10.2.197.241,60240,154.241.88.201,80,61,0x0 ,64,***AP*** ,0x6F4ED104 ,0x531F15A6 ,0xB7 ,32.0,3.0,618229079574243,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248708,10.2.197.241,60244,154.241.88.201,80,61,0x0 ,96,***AP*** ,0x7887DBCE ,0x5CB45E8D ,0xB7 ,32.0,3.0,618482079584315,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248708,10.2.197.241,60244,154.241.88.201,80,61,0x0 ,96,***AP*** ,0x7887DBCE ,0x5CB45E8D ,0xB7 ,32.0,3.0,618482079584315,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248709,10.2.197.241,37058,154.241.88.201,443,61,0x0 ,40,*****R** ,0x74BB0701 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248709,10.2.197.241,37058,154.241.88.201,443,61,0x0 ,40,*****R** ,0x74BB0701 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248713,10.2.197.241,60248,154.241.88.201,80,61,0x0 ,84,***AP*** ,0x7D9F43FF ,0x61FF2CF1 ,0xB7 ,32.0,3.0,618607479589389,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248715,10.2.197.241,37062,154.241.88.201,443,61,0x0 ,40,*****R** ,0x7A946E1B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248715,10.2.197.241,37062,154.241.88.201,443,61,0x0 ,40,*****R** ,0x7A946E1C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248718,10.2.197.241,60250,154.241.88.201,80,61,0x0 ,66,***AP*** ,0x8220FF60 ,0x66C69655 ,0xB7 ,32.0,3.0,618732879594396,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248719,10.2.197.241,37064,154.241.88.201,443,61,0x0 ,40,*****R** ,0x7EF864BA ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248719,10.2.197.241,37064,154.241.88.201,443,61,0x0 ,40,*****R** ,0x7EF864BA ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248719,10.2.197.241,37064,154.241.88.201,443,61,0x0 ,40,*****R** ,0x7EF864BB ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248723,10.2.197.241,60253,154.241.88.201,80,61,0x0 ,140,***AP*** ,0x871D0540 ,0x6B0B358F ,0xB7 ,32.0,3.0,618861779599494,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248724,10.2.197.241,37066,154.241.88.201,443,61,0x0 ,40,*****R** ,0x84421D00 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248724,10.2.197.241,37066,154.241.88.201,443,61,0x0 ,40,*****R** ,0x84421D00 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248728,10.2.197.241,60259,154.241.88.201,80,61,0x0 ,66,***AP*** ,0x8C3A927A ,0x6FE37BD3 ,0xB7 ,32.0,3.0,618990279604660,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248728,10.2.197.241,60259,154.241.88.201,80,61,0x0 ,66,***AP*** ,0x8C3A927A ,0x6FE37BD3 ,0xB7 ,32.0,3.0,618990279604660,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248730,10.2.197.241,37072,154.241.88.201,443,61,0x0 ,40,*****R** ,0x88991D6C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248730,10.2.197.241,37072,154.241.88.201,443,61,0x0 ,40,*****R** ,0x88991D6C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248730,10.2.197.241,37072,154.241.88.201,443,61,0x0 ,40,*****R** ,0x88991D6D ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248734,10.2.197.241,60262,154.241.88.201,80,61,0x0 ,68,***AP*** ,0x9108D89B ,0x754D4473 ,0xB7 ,32.0,3.0,619119279610389,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248735,10.2.197.241,37075,154.241.88.201,443,61,0x0 ,40,*****R** ,0x8D17A8EB ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248735,10.2.197.241,37075,154.241.88.201,443,61,0x0 ,40,*****R** ,0x8D17A8EB ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248738,10.2.197.241,60266,154.241.88.201,80,61,0x0 ,63,***AP*** ,0x95C55F45 ,0x79FF4EFB ,0xB7 ,32.0,3.0,619244379615138,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248738,10.2.197.241,60266,154.241.88.201,80,61,0x0 ,63,***AP*** ,0x95C55F45 ,0x79FF4EFB ,0xB7 ,32.0,3.0,619244379615138,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248740,10.2.197.241,37080,154.241.88.201,443,61,0x0 ,40,*****R** ,0x9318408B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248740,10.2.197.241,37080,154.241.88.201,443,61,0x0 ,40,*****R** ,0x9318408B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248740,10.2.197.241,37080,154.241.88.201,443,61,0x0 ,40,*****R** ,0x9318408C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248743,10.2.197.241,60269,154.241.88.201,80,61,0x0 ,75,***AP*** ,0x9A57585A ,0x7E7AE5E9 ,0xB7 ,32.0,3.0,619369979619806,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248743,10.2.197.241,60269,154.241.88.201,80,61,0x0 ,75,***AP*** ,0x9A57585A ,0x7E7AE5E9 ,0xB7 ,32.0,3.0,619369979619806,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248746,10.2.197.241,37083,154.241.88.201,443,61,0x0 ,40,*****R** ,0x97F62BE2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248746,10.2.197.241,37083,154.241.88.201,443,61,0x0 ,40,*****R** ,0x97F62BE2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248746,10.2.197.241,37083,154.241.88.201,443,61,0x0 ,40,*****R** ,0x97F62BE3 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248748,10.2.197.241,60271,154.241.88.201,80,61,0x0 ,112,***AP*** ,0x9ED54570 ,0x823A842A ,0xB7 ,32.0,3.0,619495579624838,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248751,10.2.197.241,37085,154.241.88.201,443,61,0x0 ,40,*****R** ,0x9CA8F42F ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248751,10.2.197.241,37085,154.241.88.201,443,61,0x0 ,40,*****R** ,0x9CA8F42F ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248753,10.2.197.241,60273,154.241.88.201,80,61,0x0 ,227,***AP*** ,0xA3190A7E ,0x877BABFD ,0xB7 ,32.0,3.0,619621079629858,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248753,10.2.197.241,60273,154.241.88.201,80,61,0x0 ,227,***AP*** ,0xA3190A7E ,0x877BABFD ,0xB7 ,32.0,3.0,619621079629858,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248756,10.2.197.241,37087,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA16F2EDC ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248756,10.2.197.241,37087,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA16F2EDC ,0x0 ,0x0 ,20.0,0.0,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573248758,10.2.197.241,60275,154.241.88.201,80,61,0x0 ,142,***AP*** ,0xA8200C51 ,0x8BEBB529 ,0xB7 ,32.0,3.0,619748179635118,0,0
 (http_inspect) BARE BYTE UNICODE ENCODING  ,0,3,1573248758,10.2.197.241,60275,154.241.88.201,80,61,0x0 ,142,***AP*** ,0xA8200C51 ,0x8BEBB529 ,0xB7 ,32.0,3.0,619748179635118,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248761,10.2.197.241,37089,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA5FDB0BF ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248761,10.2.197.241,37089,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA5FDB0BF ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248766,10.2.197.241,37091,154.241.88.201,443,61,0x0 ,40,*****R** ,0xAA5F883B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248766,10.2.197.241,37091,154.241.88.201,443,61,0x0 ,40,*****R** ,0xAA5F883B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248766,10.2.197.241,37091,154.241.88.201,443,61,0x0 ,40,*****R** ,0xAA5F883C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,37092,154.241.88.201,443,61,0x0 ,40,*****R** ,0xB002DADD ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,37092,154.241.88.201,443,61,0x0 ,40,*****R** ,0xB002DADD ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,37092,154.241.88.201,443,61,0x0 ,40,*****R** ,0xB002DADE ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,39637,154.241.88.201,80,61,0x0 ,40,*****R** ,0x32637FEF ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,39638,154.241.88.201,80,61,0x0 ,40,*****R** ,0x32637FF0 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,39639,154.241.88.201,80,61,0x0 ,40,*****R** ,0x32637FF1 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,39640,154.241.88.201,80,61,0x0 ,40,*****R** ,0x32637FF2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248771,10.2.197.241,39641,154.241.88.201,80,61,0x0 ,40,*****R** ,0x32637FF3 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39637,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B1 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39638,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B2 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39639,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B3 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39640,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B4 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39641,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B5 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248774,10.2.197.241,39642,154.241.88.201,80,61,0x0 ,40,*****R** ,0x271900B6 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 WEB-MISC robots.txt access  ,1,2,1573248775,10.2.197.241,60280,154.241.88.201,80,61,0x0 ,210,***AP*** ,0xB7C966E6 ,0x9C40F438 ,0xB7 ,32.0,3.0,620178179652047,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573248789,10.2.199.236,45288,154.241.88.201,443,61,0x0 ,40,*****R** ,0x74347D24 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573248846,7.204.241.161,993,222.100.5.233,4005,63,0x0 ,77,***AP*** ,0xAB3E3C89 ,0x818138FA ,0xFFFF ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249026,10.2.197.241,59794,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA404F207 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249027,10.2.197.241,59796,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA4B6BD0B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249027,10.2.197.241,59796,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA4B6BD0B ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249027,10.2.197.241,59796,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA4B6BD31 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249027,10.2.197.241,59807,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA51BBA5E ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249027,10.2.197.241,59807,154.241.88.201,443,61,0x0 ,40,*****R** ,0xA51BBA84 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249091,10.2.197.240,43930,154.241.88.201,443,61,0x0 ,40,*****R** ,0x603B41E8 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249095,10.2.197.240,43935,154.241.88.201,443,61,0x0 ,40,*****R** ,0x636B98E7 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249096,10.2.197.240,43938,154.241.88.201,443,61,0x0 ,40,*****R** ,0x64CFF19C ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249099,10.2.197.240,43940,154.241.88.201,443,61,0x0 ,40,*****R** ,0x67B056D7 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249099,10.2.197.240,43942,154.241.88.201,443,61,0x0 ,40,*****R** ,0x67F79E91 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249100,10.2.197.240,43943,154.241.88.201,443,61,0x0 ,40,*****R** ,0x68705A08 ,0x0 ,0x0 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,60,******S* ,0xD9937D03 ,0x0 ,0xFFFF ,40.0,5.0,0,1460,3
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,60,***A**S* ,0x5D982C27 ,0xD9937D04 ,0x16A0 ,40.0,5.0,0,1460,6
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,52,***A**** ,0xD9937D04 ,0x5D982C28 ,0x2086 ,32.0,3.0,6135889680132265,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,188,***AP*** ,0xD9937D04 ,0x5D982C28 ,0x2086 ,32.0,3.0,6135889980132265,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,52,***A**** ,0x5D982C28 ,0xD9937D8C ,0x6C ,32.0,3.0,8013226961358899,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,149,***AP*** ,0x5D9831D0 ,0xD9937D8C ,0x6C ,32.0,3.0,8013227761358899,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,52,***A**** ,0xD9937D8C ,0x5D983231 ,0x1FCE ,32.0,3.0,6135891280132277,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,250,***AP*** ,0xD9937D8C ,0x5D983231 ,0x2086 ,32.0,3.0,6135892180132277,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,111,***AP*** ,0x5D983231 ,0xD9937E52 ,0x7C ,32.0,3.0,8013230461358921,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,238,***AP*** ,0xD9937E52 ,0x5D98326C ,0x2086 ,32.0,3.0,6135893680132304,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,1373,***AP*** ,0x5D98326C ,0xD9937F0C ,0x8D ,32.0,3.0,8013230961358936,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,89,***AP*** ,0x5D983795 ,0xD9937F0C ,0x8D ,32.0,3.0,8013230961358936,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,52,***A***F ,0x5D9837BA ,0xD9937F0C ,0x8D ,32.0,3.0,8013230961358936,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,52,***A**** ,0xD9937F0C ,0x5D9837BA ,0x2081 ,32.0,3.0,6135894480132309,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,52,***A**** ,0xD9937F0C ,0x5D9837BB ,0x2086 ,32.0,3.0,6135894480132309,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,89,***AP*** ,0xD9937F0C ,0x5D9837BB ,0x2086 ,32.0,3.0,6135894480132309,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,10.1.60.203,57417,154.241.88.201,443,63,0x0 ,52,***A***F ,0xD9937F31 ,0x5D9837BB ,0x2086 ,32.0,3.0,6135894480132309,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249253,154.241.88.201,443,10.1.60.203,57417,64,0x0 ,52,***A**** ,0x5D9837BB ,0xD9937F32 ,0x8D ,32.0,3.0,8013231361358944,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249386,7.204.241.161,60416,10.1.10.10,25,64,0x0 ,40,*****R** ,0x699195FC ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573249392,10.1.10.10,25,7.204.241.161,60416,125,0x0 ,116,***AP**F ,0x10B4E620 ,0x699195FD ,0xFFFF ,32.0,3.0,111977111261899,0,0
 Data sent on stream not accepting data  ,0,3,1573249400,10.1.10.10,25,7.204.241.161,60416,125,0x0 ,116,***AP**F ,0x10B4E620 ,0x699195FD ,0xFFFF ,32.0,3.0,111977911261899,0,0
 Data sent on stream not accepting data  ,0,3,1573249408,10.1.10.10,25,7.204.241.161,60416,125,0x0 ,116,***AP**F ,0x10B4E620 ,0x699195FD ,0xFFFF ,32.0,3.0,111978721261899,0,0
 Data sent on stream not accepting data  ,0,3,1573249416,10.1.10.10,25,7.204.241.161,60416,125,0x0 ,116,***AP**F ,0x10B4E620 ,0x699195FD ,0xFFFF ,32.0,3.0,111979521261899,0,0
 Data sent on stream not accepting data  ,0,3,1573249432,10.1.10.10,25,7.204.241.161,60416,125,0x0 ,116,***AP**F ,0x10B4E620 ,0x699195FD ,0xFFFF ,32.0,3.0,111981131261899,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573249510,10.1.70.131,38409,7.204.241.161,25,240,0x10 ,163,***AP*** ,0xC7BD97BA ,0x2286D984 ,0x200 ,20.0,0.0,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573249702,7.204.241.161,52809,10.1.10.10,25,64,0x0 ,40,*****R** ,0xA062686D ,0x0 ,0x0 ,20.0,0.0,0,0,0
 Data sent on stream not accepting data  ,0,3,1573249708,10.1.10.10,25,7.204.241.161,52809,125,0x0 ,116,***AP**F ,0x4CA4E315 ,0xA062686E ,0xFFFF ,32.0,3.0,112008881293668,0,0
 Data sent on stream not accepting data  ,0,3,1573249716,10.1.10.10,25,7.204.241.161,52809,125,0x0 ,116,***AP**F ,0x4CA4E315 ,0xA062686E ,0xFFFF ,32.0,3.0,112009681293668,0,0
 Data sent on stream not accepting data  ,0,3,1573249724,10.1.10.10,25,7.204.241.161,52809,125,0x0 ,116,***AP**F ,0x4CA4E315 ,0xA062686E ,0xFFFF ,32.0,3.0,112010481293668,0,0
