Action Performed,Connection Classification,Priority,Date-Time,Source IP,Source Port,Destination IP,Destination Port,Protocol,TimeToLive,TypeOfService,DataGram Length,All Flags,Seq, Ack, Win, TCP length, TCP Options, NOP NOP TS, MSS, NOP WS, SackOK TS
 ET SCAN w3af User Agent  ,1,2,1573256839,10.2.197.240,42824,154.241.88.201,80,TCP,61,0x0 ,367,***AP*** ,0x84E34C19 ,0x31DBE269 ,0xB7 ,32.0,3.0,743832 87755767 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256839,10.2.197.240,42824,154.241.88.201,80,TCP,61,0x0 ,367,***AP*** ,0x84E34C19 ,0x31DBE269 ,0xB7 ,32.0,3.0,743832 87755767 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256839,10.2.197.240,42825,154.241.88.201,80,TCP,61,0x0 ,489,***AP*** ,0x85699381 ,0x33115EB9 ,0xB7 ,32.0,3.0,743932 87756168 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256839,10.2.197.240,42826,154.241.88.201,80,TCP,61,0x0 ,386,***AP*** ,0x85CE896C ,0x3373505E ,0xB7 ,32.0,3.0,744034 87756575 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256840,10.2.197.240,42827,154.241.88.201,80,TCP,61,0x0 ,338,***AP*** ,0x86057D10 ,0x33CC3F62 ,0xB7 ,32.0,3.0,744137 87756988 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256840,10.2.197.240,42828,154.241.88.201,80,TCP,61,0x0 ,471,***AP*** ,0x86D077AD ,0x33A321AF ,0xB7 ,32.0,3.0,744235 87757380 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256841,10.2.197.240,42829,154.241.88.201,80,TCP,61,0x0 ,455,***AP*** ,0x87154539 ,0x33D6D8CE ,0xB7 ,32.0,3.0,744332 87757769 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256841,10.2.197.240,42830,154.241.88.201,80,TCP,61,0x0 ,501,***AP*** ,0x87416E93 ,0x33FAEF5F ,0xB7 ,32.0,3.0,744428 87758153 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256841,10.2.197.240,42831,154.241.88.201,80,TCP,61,0x0 ,483,***AP*** ,0x8765AADF ,0x34A24AEC ,0xB7 ,32.0,3.0,744530 87758559 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256842,10.2.197.240,42832,154.241.88.201,80,TCP,61,0x0 ,443,***AP*** ,0x87C5B805 ,0x356A7C7D ,0xB7 ,32.0,3.0,744629 87758956 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256842,10.2.197.240,42833,154.241.88.201,80,TCP,61,0x0 ,288,***AP*** ,0x88987CE8 ,0x353FFD81 ,0xB7 ,32.0,3.0,744723 87759332 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256843,10.2.197.240,42834,154.241.88.201,80,TCP,61,0x0 ,394,***AP*** ,0x8919B3DA ,0x35924094 ,0xB7 ,32.0,3.0,744817 87759708 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256843,10.2.197.240,42835,154.241.88.201,80,TCP,61,0x0 ,508,***AP*** ,0x892551B6 ,0x36636563 ,0xB7 ,32.0,3.0,744912 87760089 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256843,10.2.197.240,42836,154.241.88.201,80,TCP,61,0x0 ,379,***AP*** ,0x89792217 ,0x364DEFE0 ,0xB7 ,32.0,3.0,745005 87760460 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256844,10.2.197.240,42837,154.241.88.201,80,TCP,61,0x0 ,446,***AP*** ,0x89ACB7C4 ,0x374BDD8E ,0xB7 ,32.0,3.0,745098 87760834 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256844,10.2.197.240,42838,154.241.88.201,80,TCP,61,0x0 ,392,***AP*** ,0x8A1951DF ,0x37331F93 ,0xB7 ,32.0,3.0,745191 87761203 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256844,10.2.197.240,42839,154.241.88.201,80,TCP,61,0x0 ,309,***AP*** ,0x8AC8A855 ,0x3812536E ,0xB7 ,32.0,3.0,745284 87761578 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256845,10.2.197.240,42840,154.241.88.201,80,TCP,61,0x0 ,422,***AP*** ,0x8B32FAB0 ,0x385368F8 ,0xB7 ,32.0,3.0,745381 87761959 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256845,10.2.197.240,42841,154.241.88.201,80,TCP,61,0x0 ,464,***AP*** ,0x8B061933 ,0x38AFC675 ,0xB7 ,32.0,3.0,745476 87762345 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256846,10.2.197.240,42842,154.241.88.201,80,TCP,61,0x0 ,384,***AP*** ,0x8B32AC91 ,0x38911282 ,0xB7 ,32.0,3.0,745572 87762729 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256846,10.2.197.240,42843,154.241.88.201,80,TCP,61,0x0 ,504,***AP*** ,0x8C006A33 ,0x389D144D ,0xB7 ,32.0,3.0,745667 87763112 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256846,10.2.197.240,42844,154.241.88.201,80,TCP,61,0x0 ,410,***AP*** ,0x8C775E82 ,0x3939066F ,0xB7 ,32.0,3.0,745764 87763496 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256847,10.2.197.240,42845,154.241.88.201,80,TCP,61,0x0 ,425,***AP*** ,0x8CB1A243 ,0x3A2BA1FB ,0xB7 ,32.0,3.0,745861 87763886 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256848,10.2.197.240,42846,154.241.88.201,80,TCP,61,0x0 ,367,***AP*** ,0x8D2D3642 ,0x3A51ED5E ,0xB7 ,32.0,3.0,746085 87764779 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256848,10.2.197.240,42847,154.241.88.201,80,TCP,61,0x0 ,360,***AP*** ,0x8D73821F ,0x3AA4DA16 ,0xB7 ,32.0,3.0,746186 87765185 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256848,10.2.197.240,42848,154.241.88.201,80,TCP,61,0x0 ,345,***AP*** ,0x8E7639FD ,0x3B616790 ,0xB7 ,32.0,3.0,746286 87765582 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256849,10.2.197.240,42849,154.241.88.201,80,TCP,61,0x0 ,360,***AP*** ,0x8EE33CFE ,0x3B4364AA ,0xB7 ,32.0,3.0,746387 87765987 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256849,10.2.197.240,42850,154.241.88.201,80,TCP,61,0x0 ,332,***AP*** ,0x8EACDAF7 ,0x3BB4EA6C ,0xB7 ,32.0,3.0,746490 87766400 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256850,10.2.197.240,42851,154.241.88.201,80,TCP,61,0x0 ,364,***AP*** ,0x8F4BE208 ,0x3C1CA743 ,0xB7 ,32.0,3.0,746589 87766794 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256850,10.2.197.240,42851,154.241.88.201,80,TCP,61,0x0 ,364,***AP*** ,0x8F4BE208 ,0x3C1CA743 ,0xB7 ,32.0,3.0,746589 87766794 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256850,10.2.197.240,42852,154.241.88.201,80,TCP,61,0x0 ,332,***AP*** ,0x8F4FBE68 ,0x3CA6A1FD ,0xB7 ,32.0,3.0,746687 87767188 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256850,10.2.197.240,42853,154.241.88.201,80,TCP,61,0x0 ,394,***AP*** ,0x90201053 ,0x3D3539BA ,0xB7 ,32.0,3.0,746786 87767584 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256850,10.2.197.240,42853,154.241.88.201,80,TCP,61,0x0 ,394,***AP*** ,0x90201053 ,0x3D3539BA ,0xB7 ,32.0,3.0,746786 87767584 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256851,10.2.197.240,42854,154.241.88.201,80,TCP,61,0x0 ,420,***AP*** ,0x90D27B3B ,0x3D821F4F ,0xB7 ,32.0,3.0,746879 87767956 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256851,10.2.197.240,42855,154.241.88.201,80,TCP,61,0x0 ,335,***AP*** ,0x90CEFCA6 ,0x3DBD6A5B ,0xB7 ,32.0,3.0,746976 87768342 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256851,10.2.197.240,42856,154.241.88.201,80,TCP,61,0x0 ,307,***AP*** ,0x90EDDABD ,0x3EBE5E84 ,0xB7 ,32.0,3.0,747067 87768709 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256852,10.2.197.240,42857,154.241.88.201,80,TCP,61,0x0 ,407,***AP*** ,0x91C85C23 ,0x3E2C19A2 ,0xB7 ,32.0,3.0,747157 87769069 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256852,10.2.197.240,42858,154.241.88.201,80,TCP,61,0x0 ,335,***AP*** ,0x918FCEC9 ,0x3EA5B590 ,0xB7 ,32.0,3.0,747252 87769446 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256853,10.2.197.240,42859,154.241.88.201,80,TCP,61,0x0 ,361,***AP*** ,0x929A8199 ,0x3F03E63A ,0xB7 ,32.0,3.0,747343 87769812 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256853,10.2.197.240,42860,154.241.88.201,80,TCP,61,0x0 ,335,***AP*** ,0x92262F6A ,0x4009F90D ,0xB7 ,32.0,3.0,747435 87770179 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256853,10.2.197.240,42861,154.241.88.201,80,TCP,61,0x0 ,394,***AP*** ,0x9341A127 ,0x4072394F ,0xB7 ,32.0,3.0,747528 87770550 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256854,10.2.197.240,42862,154.241.88.201,80,TCP,61,0x0 ,393,***AP*** ,0x9370582A ,0x405496A8 ,0xB7 ,32.0,3.0,747613 87770891 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256854,10.2.197.240,42863,154.241.88.201,80,TCP,61,0x0 ,354,***AP*** ,0x93AE9DD9 ,0x402D7F4B ,0xB7 ,32.0,3.0,747700 87771238 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256854,10.2.197.240,42864,154.241.88.201,80,TCP,61,0x0 ,304,***AP*** ,0x942FEF67 ,0x40B5A7A9 ,0xB7 ,32.0,3.0,747787 87771587 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256855,10.2.197.240,42865,154.241.88.201,80,TCP,61,0x0 ,367,***AP*** ,0x93B646A1 ,0x411416C1 ,0xB7 ,32.0,3.0,747895 87772015 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256855,10.2.197.240,42866,154.241.88.201,80,TCP,61,0x0 ,331,***AP*** ,0x9404810A ,0x41A05467 ,0xB7 ,32.0,3.0,747984 87772374 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256855,10.2.197.240,42867,154.241.88.201,80,TCP,61,0x0 ,396,***AP*** ,0x9538689E ,0x4241205E ,0xB7 ,32.0,3.0,748071 87772720 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256856,10.2.197.240,42868,154.241.88.201,80,TCP,61,0x0 ,381,***AP*** ,0x9518C962 ,0x42D9873D ,0xB7 ,32.0,3.0,748163 87773090 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256856,10.2.197.240,42869,154.241.88.201,80,TCP,61,0x0 ,413,***AP*** ,0x9543784C ,0x42E48FA6 ,0xB7 ,32.0,3.0,748256 87773464 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256857,10.2.197.240,42870,154.241.88.201,80,TCP,61,0x0 ,322,***AP*** ,0x95EF14A4 ,0x42C1DE79 ,0xB7 ,32.0,3.0,748347 87773826 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256857,10.2.197.240,42871,154.241.88.201,80,TCP,61,0x0 ,393,***AP*** ,0x9675CF29 ,0x435EA402 ,0xB7 ,32.0,3.0,748443 87774212 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256857,10.2.197.240,42872,154.241.88.201,80,TCP,61,0x0 ,369,***AP*** ,0x96327743 ,0x44189ABA ,0xB7 ,32.0,3.0,748534 87774572 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256858,10.2.197.240,42873,154.241.88.201,80,TCP,61,0x0 ,307,***AP*** ,0x9720F46A ,0x43DE5C86 ,0xB7 ,32.0,3.0,748622 87774927 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256858,10.2.197.240,42874,154.241.88.201,80,TCP,61,0x0 ,353,***AP*** ,0x978D609A ,0x4489194F ,0xB7 ,32.0,3.0,748716 87775302 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256858,10.2.197.240,42875,154.241.88.201,80,TCP,61,0x0 ,397,***AP*** ,0x973E7902 ,0x4525E7FA ,0xB7 ,32.0,3.0,748805 87775659 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256859,10.2.197.240,42876,154.241.88.201,80,TCP,61,0x0 ,358,***AP*** ,0x97D899C1 ,0x45295388 ,0xB7 ,32.0,3.0,748896 87776022 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256859,10.2.197.240,42877,154.241.88.201,80,TCP,61,0x0 ,290,***AP*** ,0x97D69802 ,0x455F6C3E ,0xB7 ,32.0,3.0,748990 87776400 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256859,10.2.197.240,42878,154.241.88.201,80,TCP,61,0x0 ,296,***AP*** ,0x9891692A ,0x459DCB16 ,0xB7 ,32.0,3.0,749082 87776766 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256860,10.2.197.240,42879,154.241.88.201,80,TCP,61,0x0 ,365,***AP*** ,0x98AA4E8C ,0x45BDC5D7 ,0xB7 ,32.0,3.0,749177 87777147 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256860,10.2.197.240,42880,154.241.88.201,80,TCP,61,0x0 ,388,***AP*** ,0x99755BF9 ,0x46C3F57D ,0xB7 ,32.0,3.0,749270 87777519 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256861,10.2.197.240,42881,154.241.88.201,80,TCP,61,0x0 ,356,***AP*** ,0x99A4B2AC ,0x469BC4DD ,0xB7 ,32.0,3.0,749356 87777860 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256861,10.2.197.240,42882,154.241.88.201,80,TCP,61,0x0 ,340,***AP*** ,0x99C62161 ,0x4743579F ,0xB7 ,32.0,3.0,749445 87778216 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256861,10.2.197.240,42883,154.241.88.201,80,TCP,61,0x0 ,395,***AP*** ,0x9A34C049 ,0x4792B2A3 ,0xB7 ,32.0,3.0,749537 87778587 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256862,10.2.197.240,42884,154.241.88.201,80,TCP,61,0x0 ,380,***AP*** ,0x9A9454E2 ,0x4828968A ,0xB7 ,32.0,3.0,749634 87778971 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256862,10.2.197.240,42885,154.241.88.201,80,TCP,61,0x0 ,377,***AP*** ,0x9B52CE99 ,0x4885FAC6 ,0xB7 ,32.0,3.0,749729 87779355 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256862,10.2.197.240,42886,154.241.88.201,80,TCP,61,0x0 ,349,***AP*** ,0x9B50B091 ,0x48D8FCD6 ,0xB7 ,32.0,3.0,749824 87779734 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256863,10.2.197.240,42887,154.241.88.201,80,TCP,61,0x0 ,321,***AP*** ,0x9B64F4AE ,0x489520BE ,0xB7 ,32.0,3.0,749915 87780097 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256863,10.2.197.240,42888,154.241.88.201,80,TCP,61,0x0 ,360,***AP*** ,0x9B904E2C ,0x494A0DEB ,0xB7 ,32.0,3.0,750006 87780460 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256864,10.2.197.240,42889,154.241.88.201,80,TCP,61,0x0 ,347,***AP*** ,0x9C3F48F1 ,0x49E272E3 ,0xB7 ,32.0,3.0,750097 87780826 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256864,10.2.197.240,42890,154.241.88.201,80,TCP,61,0x0 ,345,***AP*** ,0x9C64E993 ,0x4A0B9A1F ,0xB7 ,32.0,3.0,750185 87781178 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256864,10.2.197.240,42891,154.241.88.201,80,TCP,61,0x0 ,208,***AP*** ,0x9D7EDCA1 ,0x49E244F5 ,0xB7 ,32.0,3.0,750264 87781494 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256865,10.2.197.240,58494,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0x9D0C7FF2 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256865,10.2.197.240,42893,154.241.88.201,80,TCP,61,0x0 ,212,***AP*** ,0x9E5B386A ,0x4B860204 ,0xB7 ,32.0,3.0,750501 87782441 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256866,10.2.197.240,58496,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0x9E3CEBC8 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 WEB-FRONTPAGE _vti_inf.html access  ,1,2,1573256866,10.2.197.240,42895,154.241.88.201,80,TCP,61,0x0 ,441,***AP*** ,0x9F3589A1 ,0x4C40AFDE ,0xB7 ,32.0,3.0,750742 87783404 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256866,10.2.197.240,42895,154.241.88.201,80,TCP,61,0x0 ,441,***AP*** ,0x9F3589A1 ,0x4C40AFDE ,0xB7 ,32.0,3.0,750742 87783404 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256866,10.2.197.240,42896,154.241.88.201,80,TCP,61,0x0 ,203,***AP*** ,0x9EED74E9 ,0x4C4502E6 ,0xB7 ,32.0,3.0,750827 87783737 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256867,10.2.197.240,58499,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0x9FA63395 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256867,10.2.197.240,42898,154.241.88.201,80,TCP,61,0x0 ,192,***AP*** ,0x9FD366B7 ,0x4CF10E19 ,0xB7 ,32.0,3.0,751101 87784839 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256869,10.2.197.240,58501,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA01F6EE7 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256869,10.2.197.240,42900,154.241.88.201,80,TCP,61,0x0 ,216,***AP*** ,0xA1772B53 ,0x4E5128BF ,0xB7 ,32.0,3.0,751390 87785996 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256870,10.2.197.240,58503,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA172B521 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256870,10.2.197.240,51717,154.241.88.201,80,TCP,61,0x0 ,207,***AP*** ,0xA311A8D4 ,0x4FB5D9BA ,0xB7 ,32.0,3.0,751696 87787221 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256871,10.2.197.240,35217,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA3BFF095 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256871,10.2.197.240,51719,154.241.88.201,80,TCP,61,0x0 ,208,***AP*** ,0xA3E812CC ,0x50529A00 ,0xB7 ,32.0,3.0,751988 87788387 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256872,10.2.197.240,35219,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA47E5768 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256872,10.2.197.240,51721,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xA58B8578 ,0x51A1B0F4 ,0xB7 ,32.0,3.0,752270 87789516 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256873,10.2.197.240,35221,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA560280F ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256873,10.2.197.240,51723,154.241.88.201,80,TCP,61,0x0 ,199,***AP*** ,0xA6BC5E45 ,0x5282F9B0 ,0xB7 ,32.0,3.0,752567 87790672 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256874,10.2.197.240,35223,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA760C6A0 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256875,10.2.197.240,51725,154.241.88.201,80,TCP,61,0x0 ,211,***AP*** ,0xA72BC64A ,0x5413654B ,0xB7 ,32.0,3.0,752858 87791866 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256876,10.2.197.240,35225,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA77E90F0 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256876,10.2.197.240,51727,154.241.88.201,80,TCP,61,0x0 ,209,***AP*** ,0xA8EB6061 ,0x553F14FF ,0xB7 ,32.0,3.0,753159 87793070 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256877,10.2.197.240,35227,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xA91C6CE9 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256877,10.2.197.240,51730,154.241.88.201,80,TCP,61,0x0 ,460,***AP*** ,0xAA3BD5B3 ,0x56254B0F ,0xB7 ,32.0,3.0,753518 87794505 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256877,10.2.197.240,51730,154.241.88.201,80,TCP,61,0x0 ,129,***AP*** ,0xAA3BD74B ,0x56254B0F ,0xB7 ,32.0,3.0,753566 87794700 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256878,10.2.197.240,51731,154.241.88.201,80,TCP,61,0x0 ,341,***AP*** ,0xAA869519 ,0x56AA60F0 ,0xB7 ,32.0,3.0,753622 87794919 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256878,10.2.197.240,51731,154.241.88.201,80,TCP,61,0x0 ,341,***AP*** ,0xAA869519 ,0x56AA60F0 ,0xB7 ,32.0,3.0,753622 87794919 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256878,10.2.197.240,51732,154.241.88.201,80,TCP,61,0x0 ,468,***AP*** ,0xAAE87A61 ,0x57545E53 ,0xB7 ,32.0,3.0,753719 87795308 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256878,10.2.197.240,51732,154.241.88.201,80,TCP,61,0x0 ,732,***AP*** ,0xAAE87C01 ,0x57545E53 ,0xB7 ,32.0,3.0,753764 87795492 ,0,0,0
 (http_inspect) DOUBLE DECODING ATTACK  ,0,3,1573256878,10.2.197.240,51733,154.241.88.201,80,TCP,61,0x0 ,370,***AP*** ,0xAAC083A4 ,0x57D4F4EA ,0xB7 ,32.0,3.0,753815 87795694 ,0,0,0
 (http_inspect) U ENCODING  ,0,3,1573256879,10.2.197.240,51733,154.241.88.201,80,TCP,61,0x0 ,880,***AP*** ,0xAAC084E2 ,0x57D4F4EA ,0xB7 ,32.0,3.0,753861 87795878 ,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256879,10.2.197.240,51734,154.241.88.201,80,TCP,61,0x0 ,213,***AP*** ,0xABC274E6 ,0x577ED95C ,0xB7 ,32.0,3.0,753913 87796085 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256880,10.2.197.240,35234,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xABD83CF3 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256880,10.2.197.240,51736,154.241.88.201,80,TCP,61,0x0 ,212,***AP*** ,0xACE11C2C ,0x59088DF4 ,0xB7 ,32.0,3.0,754212 87797281 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256881,10.2.197.240,35236,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xAD67480E ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256881,10.2.197.240,51738,154.241.88.201,80,TCP,61,0x0 ,211,***AP*** ,0xADBB9445 ,0x59BCFDE1 ,0xB7 ,32.0,3.0,754509 87798471 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256882,10.2.197.240,35238,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xADFCF4A4 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256882,10.2.197.240,51740,154.241.88.201,80,TCP,61,0x0 ,218,***AP*** ,0xAF1BDD15 ,0x5AD56E61 ,0xB7 ,32.0,3.0,754792 87799600 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256883,10.2.197.240,35240,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xAF5EB4A8 ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256883,10.2.197.240,51742,154.241.88.201,80,TCP,61,0x0 ,204,***AP*** ,0xAFE7EC73 ,0x5C7EF8A5 ,0xB7 ,32.0,3.0,755065 87800692 ,0,0,0
 TCP Timestamp is outside of PAWS window  ,0,3,1573256884,10.2.197.240,35242,154.241.88.201,443,TCP,61,0x0 ,40,*****R** ,0xB07F730E ,0x0 ,0x0 ,20.0,0.0,0,0,0,0
 ET SCAN w3af User Agent  ,1,2,1573256884,10.2.197.240,51744,154.241.88.201,80,TCP,61,0x0 ,195,***AP*** ,0xB0B9C133 ,0x5D900D0F ,0xB7 ,32.0,3.0,755350 87801832 ,0,0,0
